session_id,mechanism,D,R,match_id,rider_id,driver_id,t_accept,t_exec,p_rider,p_driver
6c43e372,FPi,40,40,29,14,4,3.4000000000000004,3.4000000000000004,10.0,8.0
6c43e372,FPi,40,40,30,21,17,3.6,3.6,10.0,8.0
2c2af7c8,FPi,40,40,0,38,17,0.0,0.0,10.0,8.0
2c2af7c8,FPi,40,40,1,11,27,0.0,0.0,10.0,8.0
2c2af7c8,FPi,40,40,2,33,16,0.0,0.0,10.0,8.0
2c2af7c8,FPi,40,40,3,4,19,0.1,0.1,10.0,8.0
2c2af7c8,FPi,40,40,4,19,3,0.1,0.1,10.0,8.0
2c2af7c8,FPi,40,40,5,6,30,0.2,0.2,10.0,8.0
2c2af7c8,FPi,40,40,6,34,20,0.30000000000000004,0.30000000000000004,10.0,8.0
2c2af7c8,FPi,40,40,7,8,18,0.4,0.4,10.0,8.0
2c2af7c8,FPi,40,40,8,31,26,0.4,0.4,10.0,8.0
2c2af7c8,FPi,40,40,9,37,12,0.4,0.4,10.0,8.0
2c2af7c8,FPi,40,40,10,23,25,0.6000000000000001,0.6000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,11,29,11,0.6000000000000001,0.6000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,12,13,8,0.7000000000000001,0.7000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,13,10,0,0.7000000000000001,0.7000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,14,36,32,0.7000000000000001,0.7000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,15,39,10,0.7000000000000001,0.7000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,16,14,31,0.8,0.8,10.0,8.0
2c2af7c8,FPi,40,40,17,24,9,0.8,0.8,10.0,8.0
2c2af7c8,FPi,40,40,18,18,29,0.8,0.8,10.0,8.0
2c2af7c8,FPi,40,40,19,27,22,0.9,0.9,10.0,8.0
2c2af7c8,FPi,40,40,20,17,39,0.9,0.9,10.0,8.0
2c2af7c8,FPi,40,40,21,22,21,1.0,1.0,10.0,8.0
2c2af7c8,FPi,40,40,22,16,4,1.0,1.0,10.0,8.0
2c2af7c8,FPi,40,40,23,12,28,1.0,1.0,10.0,8.0
2c2af7c8,FPi,40,40,24,7,15,1.1,1.1,10.0,8.0
2c2af7c8,FPi,40,40,25,30,34,1.4000000000000001,1.4000000000000001,10.0,8.0
2c2af7c8,FPi,40,40,26,20,14,1.6,1.6,10.0,8.0
2c2af7c8,FPi,40,40,27,15,37,2.1,2.1,10.0,8.0
57886282,FPi,40,40,0,5,30,0.0,0.0,10.0,8.0
57886282,FPi,40,40,1,16,7,0.1,0.1,10.0,8.0
57886282,FPi,40,40,2,1,19,0.1,0.1,10.0,8.0
57886282,FPi,40,40,3,14,38,0.1,0.1,10.0,8.0
57886282,FPi,40,40,4,24,24,0.2,0.2,10.0,8.0
57886282,FPi,40,40,5,7,2,0.2,0.2,10.0,8.0
57886282,FPi,40,40,6,3,4,0.4,0.4,10.0,8.0
57886282,FPi,40,40,7,4,35,0.4,0.4,10.0,8.0
57886282,FPi,40,40,8,17,8,0.6000000000000001,0.6000000000000001,10.0,8.0
57886282,FPi,40,40,9,20,6,0.8,0.8,10.0,8.0
57886282,FPi,40,40,10,18,9,0.8,0.8,10.0,8.0
57886282,FPi,40,40,11,8,1,0.9,0.9,10.0,8.0
57886282,FPi,40,40,12,21,25,0.9,0.9,10.0,8.0
57886282,FPi,40,40,13,26,21,1.1,1.1,10.0,8.0
57886282,FPi,40,40,14,12,22,1.1,1.1,10.0,8.0
57886282,FPi,40,40,15,10,3,1.4000000000000001,1.4000000000000001,10.0,8.0
57886282,FPi,40,40,16,36,0,1.7000000000000002,1.7000000000000002,10.0,8.0
57886282,FPi,40,40,17,25,20,1.9000000000000001,1.9000000000000001,10.0,8.0
57886282,FPi,40,40,18,19,32,1.9000000000000001,1.9000000000000001,10.0,8.0
57886282,FPi,40,40,19,31,27,2.1,2.1,10.0,8.0
57886282,FPi,40,40,20,9,31,2.2,2.2,10.0,8.0
57886282,FPi,40,40,21,33,34,2.7,2.7,10.0,8.0
57886282,FPi,40,40,22,13,29,3.0,3.0,10.0,8.0
57886282,FPi,40,40,23,2,16,3.1,3.1,10.0,8.0
57886282,FPi,40,40,24,28,18,3.5,3.5,10.0,8.0
57886282,FPi,40,40,25,22,15,3.7,3.7,10.0,8.0
57886282,FPi,40,40,26,32,37,4.0,4.0,10.0,8.0
cb67a254,FPi,40,40,0,32,15,0.0,0.0,10.0,8.0
cb67a254,FPi,40,40,1,26,36,0.1,0.1,10.0,8.0
cb67a254,FPi,40,40,2,39,27,0.1,0.1,10.0,8.0
cb67a254,FPi,40,40,3,23,29,0.2,0.2,10.0,8.0
cb67a254,FPi,40,40,4,37,18,0.2,0.2,10.0,8.0
cb67a254,FPi,40,40,5,38,3,0.30000000000000004,0.30000000000000004,10.0,8.0
cb67a254,FPi,40,40,6,22,23,0.5,0.5,10.0,8.0
cb67a254,FPi,40,40,7,20,10,0.5,0.5,10.0,8.0
cb67a254,FPi,40,40,8,24,14,0.6000000000000001,0.6000000000000001,10.0,8.0
cb67a254,FPi,40,40,9,34,4,0.7000000000000001,0.7000000000000001,10.0,8.0
cb67a254,FPi,40,40,10,3,34,0.8,0.8,10.0,8.0
cb67a254,FPi,40,40,11,30,2,1.0,1.0,10.0,8.0
cb67a254,FPi,40,40,12,14,1,1.1,1.1,10.0,8.0
cb67a254,FPi,40,40,13,4,33,1.3,1.3,10.0,8.0
cb67a254,FPi,40,40,14,27,32,1.4000000000000001,1.4000000000000001,10.0,8.0
cb67a254,FPi,40,40,15,0,16,1.5,1.5,10.0,8.0
cb67a254,FPi,40,40,16,9,35,1.7000000000000002,1.7000000000000002,10.0,8.0
cb67a254,FPi,40,40,17,35,38,1.7000000000000002,1.7000000000000002,10.0,8.0
cb67a254,FPi,40,40,18,2,19,1.7000000000000002,1.7000000000000002,10.0,8.0
cb67a254,FPi,40,40,19,21,20,1.9000000000000001,1.9000000000000001,10.0,8.0
cb67a254,FPi,40,40,20,28,0,1.9000000000000001,1.9000000000000001,10.0,8.0
cb67a254,FPi,40,40,21,8,28,2.7,2.7,10.0,8.0
bc393751,FPi,40,40,0,18,23,0.0,0.0,10.0,8.0
bc393751,FPi,40,40,1,6,9,0.0,0.0,10.0,8.0
bc393751,FPi,40,40,2,9,0,0.0,0.0,10.0,8.0
bc393751,FPi,40,40,3,5,13,0.0,0.0,10.0,8.0
bc393751,FPi,40,40,4,23,39,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,5,33,16,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,6,32,4,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,7,24,14,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,8,16,2,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,9,38,18,0.1,0.1,10.0,8.0
bc393751,FPi,40,40,10,12,15,0.2,0.2,10.0,8.0
bc393751,FPi,40,40,11,29,21,0.2,0.2,10.0,8.0
bc393751,FPi,40,40,12,26,36,0.2,0.2,10.0,8.0
bc393751,FPi,40,40,13,21,20,0.30000000000000004,0.30000000000000004,10.0,8.0
bc393751,FPi,40,40,14,3,19,0.30000000000000004,0.30000000000000004,10.0,8.0
bc393751,FPi,40,40,15,20,26,0.4,0.4,10.0,8.0
bc393751,FPi,40,40,16,19,17,0.4,0.4,10.0,8.0
bc393751,FPi,40,40,17,10,1,0.4,0.4,10.0,8.0
bc393751,FPi,40,40,18,15,7,0.5,0.5,10.0,8.0
bc393751,FPi,40,40,19,13,27,0.5,0.5,10.0,8.0
bc393751,FPi,40,40,20,30,30,0.6000000000000001,0.6000000000000001,10.0,8.0
bc393751,FPi,40,40,21,14,32,0.6000000000000001,0.6000000000000001,10.0,8.0
bc393751,FPi,40,40,22,28,35,0.8,0.8,10.0,8.0
bc393751,FPi,40,40,23,34,25,0.8,0.8,10.0,8.0
bc393751,FPi,40,40,24,4,22,0.9,0.9,10.0,8.0
bc393751,FPi,40,40,25,11,33,1.0,1.0,10.0,8.0
bc393751,FPi,40,40,26,35,29,1.2000000000000002,1.2000000000000002,10.0,8.0
bc393751,FPi,40,40,27,37,38,1.3,1.3,10.0,8.0
bc393751,FPi,40,40,28,36,31,1.4000000000000001,1.4000000000000001,10.0,8.0
3d2891f5,FPb,20,20,0,15,12,0.0,10.0,10.0,8.0
3d2891f5,FPb,20,20,1,0,0,0.0,10.0,10.0,8.0
3d2891f5,FPb,20,20,2,9,10,0.0,10.0,10.0,8.0
3d2891f5,FPb,20,20,3,10,7,0.0,10.0,10.0,8.0
3d2891f5,FPb,20,20,4,7,14,0.1,10.0,10.0,8.0
3d2891f5,FPb,20,20,5,8,4,0.1,10.0,10.0,8.0
3d2891f5,FPb,20,20,6,16,6,0.1,10.0,10.0,8.0
3d2891f5,FPb,20,20,7,12,2,0.1,10.0,10.0,8.0
3d2891f5,FPb,20,20,8,6,19,0.2,10.0,10.0,8.0
3d2891f5,FPb,20,20,9,4,18,0.2,10.0,10.0,8.0
3d2891f5,FPb,20,20,10,3,11,0.30000000000000004,10.0,10.0,8.0
3d2891f5,FPb,20,20,11,19,8,0.4,10.0,10.0,8.0
3d2891f5,FPb,20,20,12,2,5,0.5,10.0,10.0,8.0
3d2891f5,FPb,20,20,13,17,9,0.5,10.0,10.0,8.0
3d2891f5,FPb,20,20,14,13,16,0.5,10.0,10.0,8.0
30c456e9,FPb,20,20,0,3,5,0.0,10.0,10.0,8.0
30c456e9,FPb,20,20,1,18,13,0.0,10.0,10.0,8.0
30c456e9,FPb,20,20,2,14,14,0.0,10.0,10.0,8.0
30c456e9,FPb,20,20,3,15,10,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,4,16,9,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,5,13,8,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,6,9,7,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,7,10,4,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,8,7,12,0.1,10.0,10.0,8.0
30c456e9,FPb,20,20,9,8,17,0.30000000000000004,10.0,10.0,8.0
30c456e9,FPb,20,20,10,4,6,0.8,10.0,10.0,8.0
30c456e9,FPb,20,20,11,6,3,1.2000000000000002,10.0,10.0,8.0
30c456e9,FPb,20,20,12,11,1,1.5,10.0,10.0,8.0
bef1a5db,FPb,20,20,0,13,3,0.0,10.0,10.0,8.0
bef1a5db,FPb,20,20,1,14,4,0.0,10.0,10.0,8.0
bef1a5db,FPb,20,20,2,16,18,0.1,10.0,10.0,8.0
bef1a5db,FPb,20,20,3,8,6,0.1,10.0,10.0,8.0
bef1a5db,FPb,20,20,4,4,13,0.1,10.0,10.0,8.0
bef1a5db,FPb,20,20,5,5,16,0.2,10.0,10.0,8.0
bef1a5db,FPb,20,20,6,12,8,0.2,10.0,10.0,8.0
bef1a5db,FPb,20,20,7,0,0,0.30000000000000004,10.0,10.0,8.0
bef1a5db,FPb,20,20,8,15,12,0.30000000000000004,10.0,10.0,8.0
bef1a5db,FPb,20,20,9,7,14,0.30000000000000004,10.0,10.0,8.0
bef1a5db,FPb,20,20,10,19,10,0.4,10.0,10.0,8.0
bef1a5db,FPb,20,20,11,2,15,0.4,10.0,10.0,8.0
bef1a5db,FPb,20,20,12,9,19,0.6000000000000001,10.0,10.0,8.0
bef1a5db,FPb,20,20,13,11,7,0.7000000000000001,10.0,10.0,8.0
bef1a5db,FPb,20,20,14,17,9,0.9,10.0,10.0,8.0
bef1a5db,FPb,20,20,15,1,11,2.3000000000000003,10.0,10.0,8.0
b85b6272,FPb,20,20,0,0,2,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,1,5,16,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,2,9,6,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,3,15,10,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,4,18,9,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,5,12,19,0.0,10.0,10.0,8.0
b85b6272,FPb,20,20,6,13,1,0.1,10.0,10.0,8.0
b85b6272,FPb,20,20,7,16,0,0.1,10.0,10.0,8.0
b85b6272,FPb,20,20,8,17,7,0.1,10.0,10.0,8.0
b85b6272,FPb,20,20,9,8,17,0.2,10.0,10.0,8.0
b85b6272,FPb,20,20,10,4,12,0.30000000000000004,10.0,10.0,8.0
b85b6272,FPb,20,20,11,7,14,0.30000000000000004,10.0,10.0,8.0
b85b6272,FPb,20,20,12,14,11,0.4,10.0,10.0,8.0
b85b6272,FPb,20,20,13,6,3,0.5,10.0,10.0,8.0
b85b6272,FPb,20,20,14,19,8,0.5,10.0,10.0,8.0
b85b6272,FPb,20,20,15,3,15,1.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,0,1,13,0.0,10.0,10.0,8.0
6905fa0e,FPb,20,20,1,6,2,0.0,10.0,10.0,8.0
6905fa0e,FPb,20,20,2,15,8,0.0,10.0,10.0,8.0
6905fa0e,FPb,20,20,3,12,5,0.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,4,16,19,0.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,5,18,10,0.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,6,0,0,0.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,7,8,3,0.1,10.0,10.0,8.0
6905fa0e,FPb,20,20,8,11,17,0.30000000000000004,10.0,10.0,8.0
6905fa0e,FPb,20,20,9,17,15,0.30000000000000004,10.0,10.0,8.0
6905fa0e,FPb,20,20,10,14,7,0.30000000000000004,10.0,10.0,8.0
6905fa0e,FPb,20,20,11,5,1,0.30000000000000004,10.0,10.0,8.0
6905fa0e,FPb,20,20,12,7,16,0.4,10.0,10.0,8.0
6905fa0e,FPb,20,20,13,10,9,0.4,10.0,10.0,8.0
6905fa0e,FPb,20,20,14,19,12,0.4,10.0,10.0,8.0
6905fa0e,FPb,20,20,15,13,14,0.7000000000000001,10.0,10.0,8.0
463ca6d2,FPb,20,40,0,26,5,0.0,10.0,10.0,8.0
463ca6d2,FPb,20,40,1,2,2,0.0,10.0,10.0,8.0
463ca6d2,FPb,20,40,2,14,19,0.0,10.0,10.0,8.0
463ca6d2,FPb,20,40,3,21,6,0.0,10.0,10.0,8.0
463ca6d2,FPb,20,40,4,35,0,0.2,10.0,10.0,8.0
463ca6d2,FPb,20,40,5,25,1,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,6,28,14,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,7,30,13,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,8,38,18,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,9,5,10,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,10,32,12,0.30000000000000004,10.0,10.0,8.0
463ca6d2,FPb,20,40,11,20,17,0.4,10.0,10.0,8.0
463ca6d2,FPb,20,40,12,27,11,0.5,10.0,10.0,8.0
463ca6d2,FPb,20,40,13,9,4,0.5,10.0,10.0,8.0
463ca6d2,FPb,20,40,14,3,7,0.7000000000000001,10.0,10.0,8.0
463ca6d2,FPb,20,40,15,11,3,0.7000000000000001,10.0,10.0,8.0
98b09615,FPb,20,40,0,22,6,0.0,10.0,10.0,8.0
98b09615,FPb,20,40,1,8,8,0.0,10.0,10.0,8.0
98b09615,FPb,20,40,2,33,17,0.0,10.0,10.0,8.0
98b09615,FPb,20,40,3,7,11,0.0,10.0,10.0,8.0
98b09615,FPb,20,40,4,2,13,0.1,10.0,10.0,8.0
98b09615,FPb,20,40,5,39,16,0.1,10.0,10.0,8.0
98b09615,FPb,20,40,6,13,7,0.1,10.0,10.0,8.0
98b09615,FPb,20,40,7,38,18,0.1,10.0,10.0,8.0
98b09615,FPb,20,40,8,18,19,0.2,10.0,10.0,8.0
98b09615,FPb,20,40,9,3,1,0.2,10.0,10.0,8.0
98b09615,FPb,20,40,10,26,0,0.4,10.0,10.0,8.0
98b09615,FPb,20,40,11,16,14,0.4,10.0,10.0,8.0
98b09615,FPb,20,40,12,12,10,0.6000000000000001,10.0,10.0,8.0
98b09615,FPb,20,40,13,35,4,0.6000000000000001,10.0,10.0,8.0
98b09615,FPb,20,40,14,32,15,0.7000000000000001,10.0,10.0,8.0
98b09615,FPb,20,40,15,25,9,0.8,10.0,10.0,8.0
98b09615,FPb,20,40,16,28,5,1.1,10.0,10.0,8.0
a37a6df3,FPb,20,40,0,4,11,0.0,10.0,10.0,8.0
a37a6df3,FPb,20,40,1,32,3,0.0,10.0,10.0,8.0
a37a6df3,FPb,20,40,2,22,16,0.1,10.0,10.0,8.0
a37a6df3,FPb,20,40,3,21,15,0.1,10.0,10.0,8.0
a37a6df3,FPb,20,40,4,14,17,0.1,10.0,10.0,8.0
a37a6df3,FPb,20,40,5,36,13,0.2,10.0,10.0,8.0
a37a6df3,FPb,20,40,6,16,19,0.2,10.0,10.0,8.0
a37a6df3,FPb,20,40,7,29,6,0.30000000000000004,10.0,10.0,8.0
a37a6df3,FPb,20,40,8,10,2,0.30000000000000004,10.0,10.0,8.0
a37a6df3,FPb,20,40,9,38,0,0.30000000000000004,10.0,10.0,8.0
a37a6df3,FPb,20,40,10,25,9,0.4,10.0,10.0,8.0
a37a6df3,FPb,20,40,11,9,18,0.4,10.0,10.0,8.0
a37a6df3,FPb,20,40,12,31,12,0.5,10.0,10.0,8.0
a37a6df3,FPb,20,40,13,23,8,0.5,10.0,10.0,8.0
a37a6df3,FPb,20,40,14,33,5,0.7000000000000001,10.0,10.0,8.0
a37a6df3,FPb,20,40,15,18,14,0.8,10.0,10.0,8.0
541ef808,FPb,20,40,0,27,7,0.0,10.0,10.0,8.0
541ef808,FPb,20,40,1,22,1,0.1,10.0,10.0,8.0
541ef808,FPb,20,40,2,3,4,0.1,10.0,10.0,8.0
541ef808,FPb,20,40,3,1,17,0.2,10.0,10.0,8.0
541ef808,FPb,20,40,4,13,19,0.2,10.0,10.0,8.0
541ef808,FPb,20,40,5,30,14,0.30000000000000004,10.0,10.0,8.0
541ef808,FPb,20,40,6,20,12,0.4,10.0,10.0,8.0
541ef808,FPb,20,40,7,8,15,0.5,10.0,10.0,8.0
541ef808,FPb,20,40,8,28,0,0.5,10.0,10.0,8.0
541ef808,FPb,20,40,9,39,6,0.5,10.0,10.0,8.0
541ef808,FPb,20,40,10,7,13,0.5,10.0,10.0,8.0
541ef808,FPb,20,40,11,26,11,0.6000000000000001,10.0,10.0,8.0
541ef808,FPb,20,40,12,33,5,0.9,10.0,10.0,8.0
541ef808,FPb,20,40,13,29,2,1.5,10.0,10.0,8.0
88754032,FPb,20,40,0,12,16,0.0,10.0,10.0,8.0
88754032,FPb,20,40,1,21,7,0.1,10.0,10.0,8.0
88754032,FPb,20,40,2,6,19,0.1,10.0,10.0,8.0
88754032,FPb,20,40,3,30,5,0.1,10.0,10.0,8.0
88754032,FPb,20,40,4,33,12,0.1,10.0,10.0,8.0
88754032,FPb,20,40,5,20,4,0.1,10.0,10.0,8.0
88754032,FPb,20,40,6,4,6,0.1,10.0,10.0,8.0
88754032,FPb,20,40,7,13,9,0.1,10.0,10.0,8.0
88754032,FPb,20,40,8,0,14,0.2,10.0,10.0,8.0
88754032,FPb,20,40,9,14,0,0.2,10.0,10.0,8.0
88754032,FPb,20,40,10,35,3,0.30000000000000004,10.0,10.0,8.0
88754032,FPb,20,40,11,11,15,0.30000000000000004,10.0,10.0,8.0
88754032,FPb,20,40,12,16,10,0.4,10.0,10.0,8.0
88754032,FPb,20,40,13,29,13,0.6000000000000001,10.0,10.0,8.0
88754032,FPb,20,40,14,3,11,0.6000000000000001,10.0,10.0,8.0
35443161,FPb,40,20,0,9,12,0.0,10.0,10.0,8.0
35443161,FPb,40,20,1,16,35,0.0,10.0,10.0,8.0
35443161,FPb,40,20,2,12,0,0.2,10.0,10.0,8.0
35443161,FPb,40,20,3,4,8,0.4,10.0,10.0,8.0
35443161,FPb,40,20,4,8,30,0.4,10.0,10.0,8.0
35443161,FPb,40,20,5,17,32,0.5,10.0,10.0,8.0
35443161,FPb,40,20,6,1,6,0.6000000000000001,10.0,10.0,8.0
35443161,FPb,40,20,7,2,15,0.8,10.0,10.0,8.0
35443161,FPb,40,20,8,14,11,1.3,10.0,10.0,8.0
50bcc3ab,FPb,40,20,0,12,37,0.0,10.0,10.0,8.0
50bcc3ab,FPb,40,20,1,13,13,0.0,10.0,10.0,8.0
50bcc3ab,FPb,40,20,2,11,1,0.1,10.0,10.0,8.0
50bcc3ab,FPb,40,20,3,1,12,0.1,10.0,10.0,8.0
50bcc3ab,FPb,40,20,4,15,11,0.2,10.0,10.0,8.0
50bcc3ab,FPb,40,20,5,5,10,0.2,10.0,10.0,8.0
50bcc3ab,FPb,40,20,6,17,22,0.2,10.0,10.0,8.0
50bcc3ab,FPb,40,20,7,8,36,0.2,10.0,10.0,8.0
50bcc3ab,FPb,40,20,8,2,23,0.30000000000000004,10.0,10.0,8.0
50bcc3ab,FPb,40,20,9,4,9,0.4,10.0,10.0,8.0
50bcc3ab,FPb,40,20,10,10,34,0.5,10.0,10.0,8.0
50bcc3ab,FPb,40,20,11,0,18,0.5,10.0,10.0,8.0
50bcc3ab,FPb,40,20,12,19,28,0.5,10.0,10.0,8.0
50bcc3ab,FPb,40,20,13,18,21,0.7000000000000001,10.0,10.0,8.0
50bcc3ab,FPb,40,20,14,7,19,0.8,10.0,10.0,8.0
50bcc3ab,FPb,40,20,15,16,14,1.1,10.0,10.0,8.0
1b278167,FPb,40,20,0,4,10,0.0,10.0,10.0,8.0
1b278167,FPb,40,20,1,1,25,0.0,10.0,10.0,8.0
1b278167,FPb,40,20,2,18,9,0.1,10.0,10.0,8.0
1b278167,FPb,40,20,3,11,20,0.1,10.0,10.0,8.0
1b278167,FPb,40,20,4,7,6,0.30000000000000004,10.0,10.0,8.0
1b278167,FPb,40,20,5,12,3,0.30000000000000004,10.0,10.0,8.0
1b278167,FPb,40,20,6,8,7,0.4,10.0,10.0,8.0
1b278167,FPb,40,20,7,14,1,0.5,10.0,10.0,8.0
1b278167,FPb,40,20,8,9,38,0.5,10.0,10.0,8.0
1b278167,FPb,40,20,9,15,22,0.8,10.0,10.0,8.0
1b278167,FPb,40,20,10,0,18,1.2000000000000002,10.0,10.0,8.0
1b278167,FPb,40,20,11,6,2,1.4000000000000001,10.0,10.0,8.0
36910bd1,FPb,40,20,0,6,35,0.0,10.0,10.0,8.0
36910bd1,FPb,40,20,1,1,36,0.0,10.0,10.0,8.0
36910bd1,FPb,40,20,2,4,21,0.1,10.0,10.0,8.0
36910bd1,FPb,40,20,3,14,14,0.1,10.0,10.0,8.0
36910bd1,FPb,40,20,4,10,31,0.2,10.0,10.0,8.0
36910bd1,FPb,40,20,5,8,34,0.30000000000000004,10.0,10.0,8.0
36910bd1,FPb,40,20,6,0,13,0.30000000000000004,10.0,10.0,8.0
36910bd1,FPb,40,20,7,5,23,0.4,10.0,10.0,8.0
36910bd1,FPb,40,20,8,16,12,0.4,10.0,10.0,8.0
36910bd1,FPb,40,20,9,3,10,0.5,10.0,10.0,8.0
36910bd1,FPb,40,20,10,15,24,0.5,10.0,10.0,8.0
36910bd1,FPb,40,20,11,9,27,0.6000000000000001,10.0,10.0,8.0
36910bd1,FPb,40,20,12,17,19,0.6000000000000001,10.0,10.0,8.0
36910bd1,FPb,40,20,13,13,20,0.9,10.0,10.0,8.0
36910bd1,FPb,40,20,14,2,2,0.9,10.0,10.0,8.0
2c89f3c2,FPb,40,20,0,15,11,0.0,10.0,10.0,8.0
2c89f3c2,FPb,40,20,1,3,2,0.0,10.0,10.0,8.0
2c89f3c2,FPb,40,20,2,7,20,0.0,10.0,10.0,8.0
2c89f3c2,FPb,40,20,3,14,33,0.0,10.0,10.0,8.0
2c89f3c2,FPb,40,20,4,2,10,0.1,10.0,10.0,8.0
2c89f3c2,FPb,40,20,5,11,0,0.1,10.0,10.0,8.0
2c89f3c2,FPb,40,20,6,8,17,0.1,10.0,10.0,8.0
2c89f3c2,FPb,40,20,7,5,5,0.2,10.0,10.0,8.0
2c89f3c2,FPb,40,20,8,13,32,0.2,10.0,10.0,8.0
2c89f3c2,FPb,40,20,9,4,9,0.30000000000000004,10.0,10.0,8.0
2c89f3c2,FPb,40,20,10,10,21,0.4,10.0,10.0,8.0
2c89f3c2,FPb,40,20,11,0,34,0.5,10.0,10.0,8.0
2c89f3c2,FPb,40,20,12,9,31,0.6000000000000001,10.0,10.0,8.0
2c89f3c2,FPb,40,20,13,18,12,0.6000000000000001,10.0,10.0,8.0
b315c3c6,FPb,40,40,0,3,8,0.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,1,15,31,0.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,2,17,4,0.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,3,4,14,0.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,4,18,5,0.1,10.0,10.0,8.0
b315c3c6,FPb,40,40,5,36,22,0.1,10.0,10.0,8.0
b315c3c6,FPb,40,40,6,23,3,0.2,10.0,10.0,8.0
b315c3c6,FPb,40,40,7,7,19,0.2,10.0,10.0,8.0
b315c3c6,FPb,40,40,8,28,9,0.2,10.0,10.0,8.0
b315c3c6,FPb,40,40,9,19,11,0.2,10.0,10.0,8.0
b315c3c6,FPb,40,40,10,33,15,0.4,10.0,10.0,8.0
b315c3c6,FPb,40,40,11,9,17,0.4,10.0,10.0,8.0
b315c3c6,FPb,40,40,12,38,36,0.4,10.0,10.0,8.0
b315c3c6,FPb,40,40,13,37,29,0.6000000000000001,10.0,10.0,8.0
b315c3c6,FPb,40,40,14,32,32,0.6000000000000001,10.0,10.0,8.0
b315c3c6,FPb,40,40,15,11,0,0.9,10.0,10.0,8.0
b315c3c6,FPb,40,40,16,2,6,0.9,10.0,10.0,8.0
b315c3c6,FPb,40,40,17,34,23,0.9,10.0,10.0,8.0
b315c3c6,FPb,40,40,18,20,16,1.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,19,21,33,1.0,10.0,10.0,8.0
b315c3c6,FPb,40,40,20,0,20,1.1,10.0,10.0,8.0
b315c3c6,FPb,40,40,21,12,1,1.2000000000000002,10.0,10.0,8.0
b315c3c6,FPb,40,40,22,8,18,1.2000000000000002,10.0,10.0,8.0
b315c3c6,FPb,40,40,23,1,10,1.3,10.0,10.0,8.0
b315c3c6,FPb,40,40,24,35,2,1.3,10.0,10.0,8.0
b315c3c6,FPb,40,40,25,24,35,1.3,10.0,10.0,8.0
b315c3c6,FPb,40,40,26,13,7,1.7000000000000002,10.0,10.0,8.0
b315c3c6,FPb,40,40,27,39,25,1.9000000000000001,10.0,10.0,8.0
c4f58ce3,FPb,40,40,0,20,16,0.0,10.0,10.0,8.0
c4f58ce3,FPb,40,40,1,2,10,0.0,10.0,10.0,8.0
c4f58ce3,FPb,40,40,2,14,25,0.1,10.0,10.0,8.0
c4f58ce3,FPb,40,40,3,18,3,0.1,10.0,10.0,8.0
c4f58ce3,FPb,40,40,4,34,31,0.2,10.0,10.0,8.0
c4f58ce3,FPb,40,40,5,27,12,0.30000000000000004,10.0,10.0,8.0
c4f58ce3,FPb,40,40,6,17,36,0.30000000000000004,10.0,10.0,8.0
c4f58ce3,FPb,40,40,7,22,14,0.4,10.0,10.0,8.0
c4f58ce3,FPb,40,40,8,5,30,0.4,10.0,10.0,8.0
c4f58ce3,FPb,40,40,9,9,13,0.5,10.0,10.0,8.0
c4f58ce3,FPb,40,40,10,35,1,0.6000000000000001,10.0,10.0,8.0
c4f58ce3,FPb,40,40,11,36,34,0.6000000000000001,10.0,10.0,8.0
