session_id,mechanism,D,R,driver_id,c_j,matched,tau_driver,pay_driver,match_id
beb517d7,FPi,20,40,14,7.06525096123896,1,0.30000000000000004,8.0,8
beb517d7,FPi,20,40,15,7.421222452031662,1,0.6000000000000001,8.0,13
beb517d7,FPi,20,40,16,5.658025885952878,1,0.0,8.0,1
beb517d7,FPi,20,40,17,6.799707426952527,1,0.7000000000000001,8.0,16
beb517d7,FPi,20,40,18,7.452468034196673,1,0.4,8.0,10
beb517d7,FPi,20,40,19,7.783409687800183,1,0.7000000000000001,8.0,17
4248e64a,FPi,20,40,0,4.455422304853375,1,0.9,8.0,16
4248e64a,FPi,20,40,1,5.665377596038481,1,0.0,8.0,4
4248e64a,FPi,20,40,2,20.623293735184035,0,10.0,0.0,-1
4248e64a,FPi,20,40,3,4.701826111933503,1,0.0,8.0,1
4248e64a,FPi,20,40,4,6.546848072769619,1,0.6000000000000001,8.0,14
4248e64a,FPi,20,40,5,6.245240177973367,1,1.0,8.0,17
4248e64a,FPi,20,40,6,6.810357516991592,1,0.7000000000000001,8.0,15
4248e64a,FPi,20,40,7,7.303639088718478,1,0.4,8.0,10
4248e64a,FPi,20,40,8,6.871850759284302,1,0.0,8.0,2
4248e64a,FPi,20,40,9,6.246170413546424,1,0.30000000000000004,8.0,8
4248e64a,FPi,20,40,10,5.471274225265377,1,0.5,8.0,12
4248e64a,FPi,20,40,11,4.065864609792071,1,0.0,8.0,5
4248e64a,FPi,20,40,12,4.73107354841695,1,0.6000000000000001,8.0,13
4248e64a,FPi,20,40,13,5.6995704527211695,1,0.0,8.0,3
4248e64a,FPi,20,40,14,8.692741804063877,0,10.0,0.0,-1
4248e64a,FPi,20,40,15,5.426003056739332,1,0.1,8.0,6
4248e64a,FPi,20,40,16,6.768446818969201,1,0.30000000000000004,8.0,7
4248e64a,FPi,20,40,17,3.881997091088748,1,0.5,8.0,11
4248e64a,FPi,20,40,18,5.713081772683964,1,0.0,8.0,0
4248e64a,FPi,20,40,19,6.749525799324344,1,0.4,8.0,9
7032a4dd,FPi,20,40,0,9.841288378521531,0,10.0,0.0,-1
7032a4dd,FPi,20,40,1,5.829903038007699,1,0.0,8.0,2
7032a4dd,FPi,20,40,2,5.483580529161837,1,0.30000000000000004,8.0,11
7032a4dd,FPi,20,40,3,7.706746027052734,1,0.8,8.0,15
7032a4dd,FPi,20,40,4,4.181308343811477,1,0.1,8.0,4
7032a4dd,FPi,20,40,5,7.246957916391649,1,0.0,8.0,1
7032a4dd,FPi,20,40,6,11.25066253326289,0,10.0,0.0,-1
7032a4dd,FPi,20,40,7,6.573238131356059,1,0.30000000000000004,8.0,10
7032a4dd,FPi,20,40,8,5.58278500245376,1,0.2,8.0,8
7032a4dd,FPi,20,40,9,4.956450171233357,1,0.5,8.0,14
7032a4dd,FPi,20,40,10,5.969519208910352,1,0.1,8.0,3
7032a4dd,FPi,20,40,11,5.215628560023692,1,0.2,8.0,7
7032a4dd,FPi,20,40,12,6.397326420367051,1,0.2,8.0,9
7032a4dd,FPi,20,40,13,6.3844987073811,1,0.30000000000000004,8.0,12
7032a4dd,FPi,20,40,14,10.17546667613714,0,10.0,0.0,-1
7032a4dd,FPi,20,40,15,5.590763430034309,1,1.3,8.0,16
7032a4dd,FPi,20,40,16,7.328122936008618,1,0.1,8.0,6
7032a4dd,FPi,20,40,17,3.027056409625695,1,0.1,8.0,5
7032a4dd,FPi,20,40,18,6.027632101296732,1,0.0,8.0,0
7032a4dd,FPi,20,40,19,6.43718059016397,1,0.4,8.0,13
83f7f016,FPi,20,40,0,3.1056467106992307,1,0.7000000000000001,8.0,10
83f7f016,FPi,20,40,1,6.2853580925374795,1,0.6000000000000001,8.0,8
83f7f016,FPi,20,40,2,3.2107635785114885,1,0.0,8.0,2
83f7f016,FPi,20,40,3,4.881683935989609,1,0.7000000000000001,8.0,12
83f7f016,FPi,20,40,4,4.707675241154813,1,0.7000000000000001,8.0,9
83f7f016,FPi,20,40,5,10.169116590964741,0,10.0,0.0,-1
83f7f016,FPi,20,40,6,9.466445317055527,0,10.0,0.0,-1
83f7f016,FPi,20,40,7,5.6135111775381334,1,0.0,8.0,3
83f7f016,FPi,20,40,8,7.367777960429694,1,1.0,8.0,15
83f7f016,FPi,20,40,9,5.33120210548132,1,0.5,8.0,6
83f7f016,FPi,20,40,10,5.269105613762574,1,0.2,8.0,4
83f7f016,FPi,20,40,11,3.5933992710549583,1,0.0,8.0,1
83f7f016,FPi,20,40,12,4.8561859872480015,1,0.8,8.0,13
83f7f016,FPi,20,40,13,5.164192828904229,1,1.0,8.0,16
83f7f016,FPi,20,40,14,5.336058811382638,1,1.0,8.0,17
83f7f016,FPi,20,40,15,5.098542466835787,1,0.9,8.0,14
83f7f016,FPi,20,40,16,2.243737235390564,1,0.0,8.0,0
83f7f016,FPi,20,40,17,6.66682983193216,1,0.7000000000000001,8.0,11
83f7f016,FPi,20,40,18,6.492647555237118,1,0.30000000000000004,8.0,5
83f7f016,FPi,20,40,19,6.3027327570132545,1,0.6000000000000001,8.0,7
89e64da7,FPi,40,20,0,4.6309424180390995,0,10.0,0.0,-1
89e64da7,FPi,40,20,1,3.9995223793387424,0,10.0,0.0,-1
89e64da7,FPi,40,20,2,7.489812293842253,1,0.0,8.0,0
89e64da7,FPi,40,20,3,7.3971987357911875,1,0.2,8.0,6
89e64da7,FPi,40,20,4,8.199422699662824,0,10.0,0.0,-1
89e64da7,FPi,40,20,5,2.7392442650264517,1,0.1,8.0,3
89e64da7,FPi,40,20,6,5.590856489998856,1,0.4,8.0,13
89e64da7,FPi,40,20,7,5.598432742025153,0,10.0,0.0,-1
89e64da7,FPi,40,20,8,3.330207328504451,1,0.0,8.0,2
89e64da7,FPi,40,20,9,4.365969623535412,0,10.0,0.0,-1
89e64da7,FPi,40,20,10,6.983950033607972,1,0.30000000000000004,8.0,11
89e64da7,FPi,40,20,11,3.640381255809181,0,10.0,0.0,-1
89e64da7,FPi,40,20,12,3.6303222386545704,0,10.0,0.0,-1
89e64da7,FPi,40,20,13,6.627467936464699,1,0.2,8.0,5
89e64da7,FPi,40,20,14,4.517781816412481,0,10.0,0.0,-1
89e64da7,FPi,40,20,15,6.163656358045644,0,10.0,0.0,-1
89e64da7,FPi,40,20,16,5.1920146803904785,0,10.0,0.0,-1
89e64da7,FPi,40,20,17,6.601336616706811,1,0.30000000000000004,8.0,10
89e64da7,FPi,40,20,18,4.138705701590421,0,10.0,0.0,-1
89e64da7,FPi,40,20,19,6.1446106532675655,0,10.0,0.0,-1
89e64da7,FPi,40,20,20,8.715503718312062,0,10.0,0.0,-1
89e64da7,FPi,40,20,21,5.039296651995895,1,0.4,8.0,12
89e64da7,FPi,40,20,22,6.377768146530957,0,10.0,0.0,-1
89e64da7,FPi,40,20,23,10.599210575773347,0,10.0,0.0,-1
89e64da7,FPi,40,20,24,5.2759045578983566,1,0.6000000000000001,8.0,14
89e64da7,FPi,40,20,25,4.291576524956466,1,0.2,8.0,4
89e64da7,FPi,40,20,26,2.970061500789649,1,0.30000000000000004,8.0,9
89e64da7,FPi,40,20,27,6.85241722881186,1,0.2,8.0,7
89e64da7,FPi,40,20,28,4.201339152103905,0,10.0,0.0,-1
89e64da7,FPi,40,20,29,4.9171311263498385,0,10.0,0.0,-1
89e64da7,FPi,40,20,30,12.419744624810996,0,10.0,0.0,-1
89e64da7,FPi,40,20,31,7.500904777535801,0,10.0,0.0,-1
89e64da7,FPi,40,20,32,5.683845870277425,1,0.0,8.0,1
89e64da7,FPi,40,20,33,5.762690297665363,1,0.2,8.0,8
89e64da7,FPi,40,20,34,7.371590989935217,0,10.0,0.0,-1
89e64da7,FPi,40,20,35,5.543183898098448,0,10.0,0.0,-1
89e64da7,FPi,40,20,36,6.074773709495118,0,10.0,0.0,-1
89e64da7,FPi,40,20,37,7.386329124490711,0,10.0,0.0,-1
89e64da7,FPi,40,20,38,8.13491956177804,0,10.0,0.0,-1
89e64da7,FPi,40,20,39,8.972974122708694,0,10.0,0.0,-1
29e4fafc,FPi,40,20,0,4.339662574104681,1,0.4,8.0,11
29e4fafc,FPi,40,20,1,4.957232275737509,1,0.1,8.0,3
29e4fafc,FPi,40,20,2,9.957376144730716,0,10.0,0.0,-1
29e4fafc,FPi,40,20,3,6.4483765864925555,0,10.0,0.0,-1
29e4fafc,FPi,40,20,4,7.351499457064624,1,0.4,8.0,13
29e4fafc,FPi,40,20,5,5.9161300982832135,1,0.1,8.0,6
29e4fafc,FPi,40,20,6,4.818276350830029,0,10.0,0.0,-1
29e4fafc,FPi,40,20,7,5.492269527664557,1,0.30000000000000004,8.0,10
29e4fafc,FPi,40,20,8,2.8388588579161866,1,0.6000000000000001,8.0,17
29e4fafc,FPi,40,20,9,5.391175486938917,1,0.5,8.0,15
29e4fafc,FPi,40,20,10,6.6576773907482405,1,0.30000000000000004,8.0,8
29e4fafc,FPi,40,20,11,3.124995787536018,1,0.30000000000000004,8.0,9
29e4fafc,FPi,40,20,12,6.513352947692633,1,0.2,8.0,7
29e4fafc,FPi,40,20,13,7.7451572812688125,1,0.0,8.0,0
29e4fafc,FPi,40,20,14,7.193389231489448,1,0.6000000000000001,8.0,16
29e4fafc,FPi,40,20,15,6.592234882862882,1,0.4,8.0,12
29e4fafc,FPi,40,20,16,12.38217550243276,0,10.0,0.0,-1
29e4fafc,FPi,40,20,17,9.46766907826159,0,10.0,0.0,-1
29e4fafc,FPi,40,20,18,7.5720959098695015,0,10.0,0.0,-1
29e4fafc,FPi,40,20,19,8.28330237796303,0,10.0,0.0,-1
29e4fafc,FPi,40,20,20,9.794841337490306,0,10.0,0.0,-1
29e4fafc,FPi,40,20,21,6.286757628324927,0,10.0,0.0,-1
29e4fafc,FPi,40,20,22,23.702584430014227,0,10.0,0.0,-1
29e4fafc,FPi,40,20,23,12.12607138088788,0,10.0,0.0,-1
29e4fafc,FPi,40,20,24,3.4522166221847246,0,10.0,0.0,-1
29e4fafc,FPi,40,20,25,8.139678471952683,0,10.0,0.0,-1
29e4fafc,FPi,40,20,26,5.180871124086554,0,10.0,0.0,-1
29e4fafc,FPi,40,20,27,6.065776249538446,1,0.1,8.0,5
29e4fafc,FPi,40,20,28,10.434477318981434,0,10.0,0.0,-1
29e4fafc,FPi,40,20,29,7.865380764973631,1,0.1,8.0,2
29e4fafc,FPi,40,20,30,6.711315014709719,0,10.0,0.0,-1
29e4fafc,FPi,40,20,31,5.7465022910783246,1,0.5,8.0,14
29e4fafc,FPi,40,20,32,3.5248790559881735,0,10.0,0.0,-1
29e4fafc,FPi,40,20,33,4.4580086325909205,0,10.0,0.0,-1
29e4fafc,FPi,40,20,34,7.797587067771292,0,10.0,0.0,-1
29e4fafc,FPi,40,20,35,3.6332040236190295,1,0.1,8.0,4
29e4fafc,FPi,40,20,36,8.930043388092592,0,10.0,0.0,-1
29e4fafc,FPi,40,20,37,3.0300164135296197,0,10.0,0.0,-1
29e4fafc,FPi,40,20,38,12.095018587352806,0,10.0,0.0,-1
29e4fafc,FPi,40,20,39,6.936246625129042,1,0.0,8.0,1
ddac803b,FPi,40,20,0,9.612602078393335,0,10.0,0.0,-1
ddac803b,FPi,40,20,1,7.80794493978202,1,1.3,8.0,11
ddac803b,FPi,40,20,2,3.6063163266582605,1,0.1,8.0,2
ddac803b,FPi,40,20,3,9.088162241791883,0,10.0,0.0,-1
ddac803b,FPi,40,20,4,2.718761901626894,0,10.0,0.0,-1
ddac803b,FPi,40,20,5,7.499385027374346,1,0.4,8.0,6
ddac803b,FPi,40,20,6,10.811754116946599,0,10.0,0.0,-1
ddac803b,FPi,40,20,7,3.859687515937854,0,10.0,0.0,-1
ddac803b,FPi,40,20,8,3.1046541289002767,0,10.0,0.0,-1
ddac803b,FPi,40,20,9,2.505862280287143,0,10.0,0.0,-1
ddac803b,FPi,40,20,10,8.16921718783504,0,10.0,0.0,-1
ddac803b,FPi,40,20,11,5.6728198210304575,1,0.1,8.0,3
ddac803b,FPi,40,20,12,3.8955161733353587,0,10.0,0.0,-1
ddac803b,FPi,40,20,13,4.624667890087828,0,10.0,0.0,-1
ddac803b,FPi,40,20,14,7.403746246232606,1,0.1,8.0,0
ddac803b,FPi,40,20,15,6.474388141554354,0,10.0,0.0,-1
ddac803b,FPi,40,20,16,3.8022629747797407,1,0.7000000000000001,8.0,10
ddac803b,FPi,40,20,17,4.05211734675106,0,10.0,0.0,-1
ddac803b,FPi,40,20,18,8.214152659383386,0,10.0,0.0,-1
ddac803b,FPi,40,20,19,7.097528004095381,0,10.0,0.0,-1
ddac803b,FPi,40,20,20,6.5749073710992185,1,0.30000000000000004,8.0,5
ddac803b,FPi,40,20,21,5.552750326272629,1,0.6000000000000001,8.0,9
ddac803b,FPi,40,20,22,8.808789161539618,0,10.0,0.0,-1
ddac803b,FPi,40,20,23,4.069472790397538,1,0.5,8.0,8
ddac803b,FPi,40,20,24,18.285602477023076,0,10.0,0.0,-1
ddac803b,FPi,40,20,25,5.820623069428977,1,0.30000000000000004,8.0,4
ddac803b,FPi,40,20,26,6.696029858883546,1,1.4000000000000001,8.0,12
ddac803b,FPi,40,20,27,8.406661378873201,0,10.0,0.0,-1
ddac803b,FPi,40,20,28,7.405341903374536,0,10.0,0.0,-1
ddac803b,FPi,40,20,29,4.396748967037197,0,10.0,0.0,-1
ddac803b,FPi,40,20,30,3.4239926077136085,0,10.0,0.0,-1
ddac803b,FPi,40,20,31,5.159782751257376,0,10.0,0.0,-1
ddac803b,FPi,40,20,32,2.014290748448998,1,0.4,8.0,7
ddac803b,FPi,40,20,33,9.13300515919185,0,10.0,0.0,-1
ddac803b,FPi,40,20,34,5.022298832064689,1,0.1,8.0,1
ddac803b,FPi,40,20,35,6.7119529437155965,0,10.0,0.0,-1
ddac803b,FPi,40,20,36,8.679590187854343,0,10.0,0.0,-1
ddac803b,FPi,40,20,37,4.549589291744153,0,10.0,0.0,-1
ddac803b,FPi,40,20,38,17.623804359831844,0,10.0,0.0,-1
ddac803b,FPi,40,20,39,10.416805665325201,0,10.0,0.0,-1
2f3c2415,FPi,40,20,0,7.100405785096616,0,10.0,0.0,-1
2f3c2415,FPi,40,20,1,3.5846974222632864,1,0.4,8.0,4
2f3c2415,FPi,40,20,2,7.283829953499047,0,10.0,0.0,-1
2f3c2415,FPi,40,20,3,4.661739633475188,1,0.4,8.0,5
2f3c2415,FPi,40,20,4,8.830431388396887,0,10.0,0.0,-1
2f3c2415,FPi,40,20,5,2.104466614990331,1,0.5,8.0,8
2f3c2415,FPi,40,20,6,2.2391432087249266,1,0.5,8.0,6
2f3c2415,FPi,40,20,7,4.177167574827242,0,10.0,0.0,-1
2f3c2415,FPi,40,20,8,5.098357375415381,0,10.0,0.0,-1
2f3c2415,FPi,40,20,9,4.44938996396151,0,10.0,0.0,-1
2f3c2415,FPi,40,20,10,4.663476618350105,0,10.0,0.0,-1
2f3c2415,FPi,40,20,11,6.92373737719193,1,0.8,8.0,11
2f3c2415,FPi,40,20,12,2.8695166433289394,0,10.0,0.0,-1
2f3c2415,FPi,40,20,13,8.062768388819613,0,10.0,0.0,-1
2f3c2415,FPi,40,20,14,6.172549660146469,1,0.2,8.0,1
2f3c2415,FPi,40,20,15,2.9741143838560067,0,10.0,0.0,-1
2f3c2415,FPi,40,20,16,4.416535419858219,1,0.9,8.0,12
2f3c2415,FPi,40,20,17,4.3123949446319605,1,1.2000000000000002,8.0,13
2f3c2415,FPi,40,20,18,14.25655125132188,0,10.0,0.0,-1
2f3c2415,FPi,40,20,19,6.008304823815536,0,10.0,0.0,-1
2f3c2415,FPi,40,20,20,4.782767079864947,0,10.0,0.0,-1
2f3c2415,FPi,40,20,21,4.743823141744745,0,10.0,0.0,-1
2f3c2415,FPi,40,20,22,6.607207185565974,1,0.1,8.0,0
2f3c2415,FPi,40,20,23,4.3691384500788155,0,10.0,0.0,-1
2f3c2415,FPi,40,20,24,4.280909987658655,0,10.0,0.0,-1
2f3c2415,FPi,40,20,25,4.847943974610263,0,10.0,0.0,-1
2f3c2415,FPi,40,20,26,5.50223843823432,0,10.0,0.0,-1
2f3c2415,FPi,40,20,27,3.943408922752708,1,0.5,8.0,7
2f3c2415,FPi,40,20,28,11.148640655604273,0,10.0,0.0,-1
2f3c2415,FPi,40,20,29,14.021072515556538,0,10.0,0.0,-1
2f3c2415,FPi,40,20,30,3.341002290757802,1,0.2,8.0,2
2f3c2415,FPi,40,20,31,5.486864912916054,1,0.4,8.0,3
2f3c2415,FPi,40,20,32,9.254132909659306,0,10.0,0.0,-1
2f3c2415,FPi,40,20,33,6.534717190094392,1,0.7000000000000001,8.0,10
2f3c2415,FPi,40,20,34,4.221561584267613,0,10.0,0.0,-1
2f3c2415,FPi,40,20,35,5.304495444244376,0,10.0,0.0,-1
2f3c2415,FPi,40,20,36,10.724552544094545,0,10.0,0.0,-1
2f3c2415,FPi,40,20,37,12.012283387305597,0,10.0,0.0,-1
2f3c2415,FPi,40,20,38,5.084510485399657,0,10.0,0.0,-1
2f3c2415,FPi,40,20,39,3.95830233526792,1,0.6000000000000001,8.0,9
a967c6aa,FPi,40,20,0,5.46044947991128,0,10.0,0.0,-1
a967c6aa,FPi,40,20,1,4.920341719860787,1,0.4,8.0,8
a967c6aa,FPi,40,20,2,8.496503940343567,0,10.0,0.0,-1
a967c6aa,FPi,40,20,3,11.827851017187635,0,10.0,0.0,-1
a967c6aa,FPi,40,20,4,4.295776316127336,0,10.0,0.0,-1
a967c6aa,FPi,40,20,5,6.04115751856996,0,10.0,0.0,-1
a967c6aa,FPi,40,20,6,8.185695451014471,0,10.0,0.0,-1
a967c6aa,FPi,40,20,7,10.090882412466609,0,10.0,0.0,-1
a967c6aa,FPi,40,20,8,5.544738903411609,1,0.30000000000000004,8.0,7
a967c6aa,FPi,40,20,9,7.107340153866055,1,0.6000000000000001,8.0,9
a967c6aa,FPi,40,20,10,8.70359790735157,0,10.0,0.0,-1
a967c6aa,FPi,40,20,11,8.610360386816135,0,10.0,0.0,-1
a967c6aa,FPi,40,20,12,3.484270203955465,1,0.1,8.0,3
a967c6aa,FPi,40,20,13,6.043147397014725,1,0.2,8.0,5
a967c6aa,FPi,40,20,14,4.11684534532937,0,10.0,0.0,-1
a967c6aa,FPi,40,20,15,7.853917033234866,1,0.1,8.0,2
a967c6aa,FPi,40,20,16,8.464493178367539,0,10.0,0.0,-1
a967c6aa,FPi,40,20,17,6.247890750655156,0,10.0,0.0,-1
a967c6aa,FPi,40,20,18,12.350342214389945,0,10.0,0.0,-1
a967c6aa,FPi,40,20,19,2.648602904632509,1,0.2,8.0,6
a967c6aa,FPi,40,20,20,7.755542992431645,0,10.0,0.0,-1
a967c6aa,FPi,40,20,21,5.725164324340172,0,10.0,0.0,-1
a967c6aa,FPi,40,20,22,3.700753276635701,1,0.0,8.0,0
a967c6aa,FPi,40,20,23,4.664930140370966,0,10.0,0.0,-1
a967c6aa,FPi,40,20,24,7.052438793837381,1,0.2,8.0,4
a967c6aa,FPi,40,20,25,4.634986857288124,1,0.9,8.0,11
a967c6aa,FPi,40,20,26,7.3349527255761755,0,10.0,0.0,-1
a967c6aa,FPi,40,20,27,10.96185677060317,0,10.0,0.0,-1
a967c6aa,FPi,40,20,28,7.464832377186648,0,10.0,0.0,-1
a967c6aa,FPi,40,20,29,7.064519631658837,1,1.8,8.0,12
a967c6aa,FPi,40,20,30,6.590022911409999,0,10.0,0.0,-1
a967c6aa,FPi,40,20,31,9.83367385801449,0,10.0,0.0,-1
a967c6aa,FPi,40,20,32,3.7214607870478935,0,10.0,0.0,-1
a967c6aa,FPi,40,20,33,7.713604162915691,0,10.0,0.0,-1
a967c6aa,FPi,40,20,34,4.946227372617424,0,10.0,0.0,-1
a967c6aa,FPi,40,20,35,2.1642495333339458,0,10.0,0.0,-1
a967c6aa,FPi,40,20,36,8.702243915873773,0,10.0,0.0,-1
a967c6aa,FPi,40,20,37,4.439984326877604,1,0.7000000000000001,8.0,10
a967c6aa,FPi,40,20,38,7.041213402776389,1,0.0,8.0,1
a967c6aa,FPi,40,20,39,7.201020219967044,0,10.0,0.0,-1
6c43e372,FPi,40,40,0,6.851440185713287,1,0.5,8.0,11
6c43e372,FPi,40,40,1,7.691696869658834,0,10.0,0.0,-1
6c43e372,FPi,40,40,2,4.7789505323261325,1,0.2,8.0,3
6c43e372,FPi,40,40,3,7.8261037524303125,1,0.1,8.0,2
6c43e372,FPi,40,40,4,6.926843922318917,1,3.4000000000000004,8.0,29
6c43e372,FPi,40,40,5,4.6971430399924605,1,0.5,8.0,9
6c43e372,FPi,40,40,6,14.890721724031662,0,10.0,0.0,-1
6c43e372,FPi,40,40,7,2.708424192574874,1,0.7000000000000001,8.0,15
6c43e372,FPi,40,40,8,4.075728389418806,0,10.0,0.0,-1
6c43e372,FPi,40,40,9,9.898983854873586,0,10.0,0.0,-1
6c43e372,FPi,40,40,10,3.753254759968813,1,0.8,8.0,18
6c43e372,FPi,40,40,11,12.871307352625623,0,10.0,0.0,-1
6c43e372,FPi,40,40,12,5.720556120705074,1,0.8,8.0,20
6c43e372,FPi,40,40,13,6.701101349863363,1,0.8,8.0,19
6c43e372,FPi,40,40,14,4.197160125319896,1,0.5,8.0,8
6c43e372,FPi,40,40,15,12.614901507927236,0,10.0,0.0,-1
6c43e372,FPi,40,40,16,5.1377818840548475,1,0.0,8.0,0
6c43e372,FPi,40,40,17,2.395003695861527,1,3.6,8.0,30
6c43e372,FPi,40,40,18,5.798893118305296,1,0.0,8.0,1
6c43e372,FPi,40,40,19,6.2779898385006,1,0.6000000000000001,8.0,14
6c43e372,FPi,40,40,20,7.946663263079005,0,10.0,0.0,-1
6c43e372,FPi,40,40,21,4.4365075080430065,1,0.8,8.0,17
6c43e372,FPi,40,40,22,4.0882917008364,1,2.4000000000000004,8.0,27
6c43e372,FPi,40,40,23,2.1032795207105957,1,0.4,8.0,6
6c43e372,FPi,40,40,24,7.724465996551218,1,1.8,8.0,25
6c43e372,FPi,40,40,25,5.808512150461815,1,0.30000000000000004,8.0,5
6c43e372,FPi,40,40,26,2.67101453733752,1,0.5,8.0,10
6c43e372,FPi,40,40,27,2.7742158927303153,1,2.5,8.0,28
6c43e372,FPi,40,40,28,7.594352533135106,1,1.7000000000000002,8.0,24
6c43e372,FPi,40,40,29,6.608708462189836,1,1.5,8.0,23
6c43e372,FPi,40,40,30,4.957309116317572,1,1.3,8.0,22
6c43e372,FPi,40,40,31,8.904103615186699,0,10.0,0.0,-1
6c43e372,FPi,40,40,32,7.330028854542586,1,0.8,8.0,16
6c43e372,FPi,40,40,33,9.66360660588011,0,10.0,0.0,-1
6c43e372,FPi,40,40,34,7.006476377374685,1,1.0,8.0,21
6c43e372,FPi,40,40,35,5.452009683672269,1,0.6000000000000001,8.0,12
6c43e372,FPi,40,40,36,3.8740555676490955,1,0.6000000000000001,8.0,13
6c43e372,FPi,40,40,37,4.039583025763677,1,1.9000000000000001,8.0,26
6c43e372,FPi,40,40,38,6.032749691926972,1,0.30000000000000004,8.0,4
6c43e372,FPi,40,40,39,7.34400477730816,1,0.4,8.0,7
2c2af7c8,FPi,40,40,0,4.650554782065757,1,0.7000000000000001,8.0,13
2c2af7c8,FPi,40,40,1,5.160791519017416,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,2,3.2062220712563123,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,3,6.775289747828785,1,0.1,8.0,4
2c2af7c8,FPi,40,40,4,4.565097565044927,1,1.0,8.0,22
2c2af7c8,FPi,40,40,5,16.152312040256817,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,6,8.99878016328699,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,7,9.625504233313444,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,8,7.09265995510414,1,0.7000000000000001,8.0,12
2c2af7c8,FPi,40,40,9,5.552819253868556,1,0.8,8.0,17
2c2af7c8,FPi,40,40,10,7.600923951103341,1,0.7000000000000001,8.0,15
2c2af7c8,FPi,40,40,11,6.62924255602141,1,0.6000000000000001,8.0,11
2c2af7c8,FPi,40,40,12,4.578375118603197,1,0.4,8.0,9
2c2af7c8,FPi,40,40,13,12.168122264308954,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,14,7.05160967155551,1,1.6,8.0,26
2c2af7c8,FPi,40,40,15,3.4771792894165383,1,1.1,8.0,24
2c2af7c8,FPi,40,40,16,4.316666347307993,1,0.0,8.0,2
2c2af7c8,FPi,40,40,17,5.684219668350663,1,0.0,8.0,0
2c2af7c8,FPi,40,40,18,5.049860112689282,1,0.4,8.0,7
2c2af7c8,FPi,40,40,19,6.913292403931449,1,0.1,8.0,3
2c2af7c8,FPi,40,40,20,4.886307111184761,1,0.30000000000000004,8.0,6
2c2af7c8,FPi,40,40,21,5.565793539782304,1,1.0,8.0,21
2c2af7c8,FPi,40,40,22,6.584137189909172,1,0.9,8.0,19
2c2af7c8,FPi,40,40,23,15.408133661642301,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,24,8.977524293379538,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,25,7.334344271229027,1,0.6000000000000001,8.0,10
2c2af7c8,FPi,40,40,26,4.38016935911856,1,0.4,8.0,8
2c2af7c8,FPi,40,40,27,4.600358636840757,1,0.0,8.0,1
2c2af7c8,FPi,40,40,28,5.160371629099431,1,1.0,8.0,23
2c2af7c8,FPi,40,40,29,6.996190251957692,1,0.8,8.0,18
2c2af7c8,FPi,40,40,30,7.222509299842139,1,0.2,8.0,5
2c2af7c8,FPi,40,40,31,5.491008899600549,1,0.8,8.0,16
2c2af7c8,FPi,40,40,32,4.389125975838758,1,0.7000000000000001,8.0,14
2c2af7c8,FPi,40,40,33,13.21507555436814,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,34,3.3452143234314926,1,1.4000000000000001,8.0,25
2c2af7c8,FPi,40,40,35,9.624377046259756,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,36,9.277465651852905,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,37,5.738303843665409,1,2.1,8.0,27
2c2af7c8,FPi,40,40,38,10.326844515625456,0,10.0,0.0,-1
2c2af7c8,FPi,40,40,39,3.4259510067954606,1,0.9,8.0,20
57886282,FPi,40,40,0,4.083848379107347,1,1.7000000000000002,8.0,16
57886282,FPi,40,40,1,5.0155839826982,1,0.9,8.0,11
57886282,FPi,40,40,2,6.115017162899347,1,0.2,8.0,5
57886282,FPi,40,40,3,4.5728452284677115,1,1.4000000000000001,8.0,15
57886282,FPi,40,40,4,3.4263834634983223,1,0.4,8.0,6
57886282,FPi,40,40,5,9.05939595647286,0,10.0,0.0,-1
57886282,FPi,40,40,6,6.79059264547154,1,0.8,8.0,9
57886282,FPi,40,40,7,3.1858226049780654,1,0.1,8.0,1
57886282,FPi,40,40,8,2.194376747102507,1,0.6000000000000001,8.0,8
57886282,FPi,40,40,9,3.47761448729504,1,0.8,8.0,10
57886282,FPi,40,40,10,10.17376535097015,0,10.0,0.0,-1
57886282,FPi,40,40,11,10.415822640902455,0,10.0,0.0,-1
57886282,FPi,40,40,12,10.182196177013271,0,10.0,0.0,-1
57886282,FPi,40,40,13,16.23286918778685,0,10.0,0.0,-1
57886282,FPi,40,40,14,7.734472488775668,0,10.0,0.0,-1
57886282,FPi,40,40,15,4.098367459306066,1,3.7,8.0,25
57886282,FPi,40,40,16,6.856613072506326,1,3.1,8.0,23
57886282,FPi,40,40,17,14.585925030206518,0,10.0,0.0,-1
57886282,FPi,40,40,18,3.901367102595589,1,3.5,8.0,24
57886282,FPi,40,40,19,3.3892405181200873,1,0.1,8.0,2
57886282,FPi,40,40,20,6.095965729011096,1,1.9000000000000001,8.0,17
57886282,FPi,40,40,21,6.008258299718587,1,1.1,8.0,13
